ID	Tweet	Affect Dimension	Intensity Class
2018-Es-05453	@Bamf_ Pues es mejor una siesta improvisada que un video que por cansancio improvisado quizá cueste hacer jaja	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05618	Asi cuando le dicen a la orquesta que estará el alcalde de Valencia y de Puerto Cabello..... ojoi ojoi ojoi! xD #Ironico	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03372	@moises32g Orale va se juega Pero no empiezas de gay	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01390	@fabianmendozav Y juega el @ABucaramanga .....	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03555	@JHopeMex 😍😍😍 Jin se coló 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01727	Me robas una sonrisa... cuando de mis ojos sólo salen lágrimas!! Te Quiero!! 😘😘❤	valence	3: se infiere un estado emocional muy positivo
2018-Es-04084	Cuando se vayan a montar en el carro no activen la alarma a distancia, hacerlo lo más cerca posible siempre viendo hacia todos lados.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05923	@miledelval La dicha se repitita?	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05747	Un rey hablando de democracia...#ironía	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02077	La depresión te consume ue	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04328	Necesito personas que digan a todo "si" y no que salgan con "peros" 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05045	Mi mama: "no no, no estoy enojada"  Yo: no se si te creo que no estoy enojada jajaja	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00060	@AndresParcerito Y yo de la limonada de limón 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04291	@Armdocanchola JAJAJAJAJAJAJAJA no me refería a ese tipo de camino aún 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06191	Que me perdone mica pero yo lo voy a leer 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01507	Me encanta que en los grupos manden audios de dos minutos, en serio, los oigo en cuanto me llegan #sarcasmo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05541	@StoesselMyJoy FELIZ DÍAS MI AMORR	valence	3: se infiere un estado emocional muy positivo
2018-Es-05513	Los comentarios sobre España en Instagram son tan interesantes como leer La Razón #ironía	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04588	@RaulOlive @MexicoFER @jrisco Y quiza te critiqué, por tu obesidad mórbida y tu pésimo gusto. Ups #sarcasmo	valence	-3: se infiere un estado emocional muy negativo
2018-Es-03533	@Hil_dodoo mañana te dibujo sin falta, perdón por el atraso 😥	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-03053	@saamuelperez este negro es muy gracioso se ve cool	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03758	Tengo re abandonado el tw	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02648	...espero que con esto haya bajado 10 kilos 😂 #AyAjá #SeValeSoñar	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06384	Lamentablemente soy muy sensible y cualquier tonteria me hace daño.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04460	cabros, sólo paso a contarles que estoy mas entretenido de lo que jamás hubiese pensado en estar hoy. Fin del comunicado.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02744	@magnitudCL No me di ni cuenta 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06380	el caso de silvya likens es tan horrible lpm	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03067	Le mandaría eso a Sofi pero no soy tan mala porque sé que de verdad le asusta las arañas 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02887	Lamentablemente a la familia no se la puede escoger.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06770	@framsnunez_ De teh quiz teh quiz 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05850	Qué horrible no poder confiar, sentir que te harán daño otra vez y no saber cómo huir sin mirar atrás!!	valence	-3: se infiere un estado emocional muy negativo
2018-Es-05719	o sea que hay una extraña que todas las noches le da la recena a mi gato y que se ha ofendido porque le hemos dicho que no se la de.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05574	Hoy en "iria versus burocracia" el caso del banco. Donde siempre ocurren cosas maravillosas... #ironía	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01293	@richarddigo No creo yo eso jajajajaja si conmigo estas amargado	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02841	"Chongo" usa mi cuenta de Netflix y sólo ve cosas de narcotráfico 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01784	Si alguien quiere traer unas facturitas no me enojo... 😊	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02065	Jajajajajajajajaajjajajaajaj era peligrosa la tecnica	valence	3: se infiere un estado emocional muy positivo
2018-Es-02960	Ya se hizo de noche 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01839	Me usaron de amuleto sin que yo sepa y central perdió 4-0 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04867	@haroldazuara Tira el miedo cuando vayas al baño 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02145	Por la chucha ya empezaron las noches calurosas 😥	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00028	@clssypoetry Milena, tu personaje es hermosa, te queda muy bonita. Me gusta tu biografía y tu nombre. Pareces divertida y linda. —K	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03437	@babyqueenm Jajajaja no manches 	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03133	Sigo creyendo que soy la persona mas solitaria del mundo	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00789	Joda cule rabia esa monda mk.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06456	@luciamcias La vida esta enojada conmigo, yo soy feliz	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02810	Que hdp es😠	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00619	Lihuel se hace el ofendido pero yo se que un poquitttttito me ama	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03110	@Dabeeche Aun queda Piccolo, aun hay esperanza 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-02488	¿Los árbitros mandando a la verga al América en un partido? Vaya, que novedad. #Sarcasmo ¿Ahora cuál será la excusa pendeja de la comisión?	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05826	Recuerdo cuando todo meco decía que después de 11:30 ya era hora horny 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01822	@DebRyanShow @AlexXxStrecci #rayito claro que si, un cambio es genial	valence	3: se infiere un estado emocional muy positivo
2018-Es-03511	curao d espanto,	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01950	Historias de un toledano enfurecido	valence	-3: se infiere un estado emocional muy negativo
2018-Es-03692	#sarcasmo ....Solo eso. ...	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05695	Llevo 3 o 4 días conectándome poquísimo y veo que lo estáis pasando genial. #Susto	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01941	Mañana empiezo la dieta porque quiero bajar un kilo, no menos, unos 5 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03329	@Daniel_ChefMX así que tómalo como algo psicológico, no de gordura 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04259	@SolinkaArias Encantado de apoyarlos con @botaspuesta desde Chile 🇨🇱.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-05873	Fui atacada por una tijerilla , habrá venganza. Buenas noches.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05116	Tu mamá en vez de dar a luz dio oscuridad, pinche morra.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06300	No fue broma :( lo preguntó en serio hahahahaha	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06540	Inhala-exhala, no voy a caer en el juego, inhala-exhala... 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06596	Al final de la oscuridad siempre se ve la luz	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03990	@michellelovera5 @chochos Jajaja  igualitas 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-02334	cansada de la gente	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02287	@angiesmitha269 Yo másssss❤, por dicha ya pasó❤	valence	3: se infiere un estado emocional muy positivo
2018-Es-03663	@LindaStarVip2 @aneligarova65 Y yo a los 5000 iwal que tu!	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02281	@BullDeMielda "Sabes que no me ha bajado la regla, eso me tiene preocupada" me dijo.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01706	@FedericaaAraujo Me estabas echando por demostrarte mi amor. Estoy ofendido	valence	-3: se infiere un estado emocional muy negativo
2018-Es-03548	desde q me entere q entregamos la 🗝️🔑 estoy muy desanimada...😟	valence	-3: se infiere un estado emocional muy negativo
2018-Es-03802	Hay tanta timidez en mi cuando se trata de ti.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00125	Encima que le escribí 84 cosas me contesta 3 palabras y más forra que nose que, copado amiga 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01590	Menos mal que remata al suelo! 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03325	@vaymosxpartes Insultos, denunciar la corrupción es insultar?	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00940	Fui a nacer dond no hay nada tras esa linea que separa el bien dl mal mi tierra se llama miseria y no conozco la palabra libertad. #Irónico	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01122	se puso la 10 Flor con un buen café y peli d terror, esa es mi amiga	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04215	Ayer me baje dos juegos de terror y me da cosa jugarlos🙄	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01518	@esunen @sanchezcastejon Dónde está el insulto?	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01833	Esto del fin del mundo ya es como Juanito y el lobo, un día de estos ya no vamos a creer y boom desintegrados 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03961	@fc_cordon Me has pillado! Somos los caminantes blancos, vamos, lo peor! #Ironía	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04551	Aaaaaa creo que entré en depresión culia	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00538	@pepecandelaria @joelcanojr Con orgullo soy chillahermano. Chillé de alegría cuando les ganamos el campeonato.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-00483	@Profeco @SECTUR_mx Tristemente lo dudo.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00400	estoy viendo encantada por milesima vez y por milesima vez dije que estaba enamorada de patrick dempsey	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01277	Soy la más emocionada porque ya puedo poner emojis a mis contactos 🎉	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-05636	Ay yo los amo a ustedes, yo puedo estar amargado, obstinado o deprimido pero ustedes son tan á, me hace reír todo el tiempo.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05813	@__kleos Ñiñiñiñiñi estoy indignada con la gente de esa zona. Cada día les soporto menos..	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01909	No quisiera sentir celos pero lamentablemente no se me da.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02926	@sivalenciac @bolivarmvb sólo haz ido sábado y no los otros días 😂 ve los otros días y después dices cuál es mejor	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00566	@JafetLuza colapso nervioso (culpa de dejar la medicación, sospecho) en medio de un examen. Una cosa humillante :(	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02212	verás tú el cuadro esta noche tengo 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02113	Ya esta conmigo el vestido, una preocupación menos	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00856	@dw_espanol @coicaorg Cuando fueron los propios europeos quienes trataron de extinguir los indígenas del nuevo continente  #ironía	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04018	@AbbyBreeFitz « Casi sin pensarlo se separó de la chica y se alzó sobre sus pies de un salto. Miró con el ceño fruncido a la chica, que la »	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04777	No pongas en juego tu propia felicidad	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00481	Despertar a golpe de martillo es lo más bonito de este mundo, jeje #ironia	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02502	No quiero ser alarmista. Pero mi padre tiene una empresa de alarmas y la voy a heredar...	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01301	@Camila_Cabello @BrunoMars Estás muy emocionada?	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00176	@daniel_bvil @dulceguayaba_ Yo digo que si digas que quieres 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02090	Sí, soy un sangrón y un amargado jajajaja.: me siento solitario	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06624	Nunca estuve tan enojado.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01254	@Sargentoleon @PremiosTuMundo ¡ A  VOTAR !  Todas las bendiciones y éxito , LeónHermozaa , ❤🙏👏 y  ¡SUERTE! 😍😘	valence	3: se infiere un estado emocional muy positivo
2018-Es-05773	"al principio me pareciste muy divertida y jamas me diste el avionazo o te fuiste, la culpa es mía, no vuelvo a hablarte"	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06414	Me dicen que no me ilusione pero soy tan terca que me estoy ilusionando  porque pues asi soy	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05817	Cantar y escuchar nuevas voces hace que la vida sea más emocionante..	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01615	Cuando me enojo lloro o tiro las cosas.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06308	Si a mi me ponen fortuna eterna llena de lujos y demases, vendo hasta mi madre, eso de los valores y principios solo existe para conformarse	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03317	La tradicion es algo que se ira perdiendo siemfre poco a po|o.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01866	@AlexXxStrecci @Angela_ChefMX La van a eliminar 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00358	Que bajón me dio ver eso 😭	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01018	@itsjoelpimentel dice tu horoscopo que si estas soltero cuidado con el alcohol lmao 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01127	voy a volver a ver el episodio de bangtan en los billboard para llorar y revivir ese momento que me hace sentir orgullosa	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05644	@M_zucke Tuiter tiene la culpa 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00419	No puedo abrazar a mi mamá pq aparecen los perros y me ladran... Y yo que creía que exageraba con los celos 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01511	@rodaned contestaste con un insulto, por eso te pregunto si estas nervioso	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06307	@KevenYHensy Yo se que sus madres tiene que estar muy orgullosa 💕💞💟😍	valence	3: se infiere un estado emocional muy positivo
2018-Es-01124	@sebaaasalazar Jaja interesante ! Suena tentador jaja aprendería a nadar 	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03352	cuando estaba en el colegio en el recreo me ponía con mis amigas a pedirle 100 pesos a todo el que pasará y terminabamos con cule merienda 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01560	Mañana empiezo otras materias pero me va seguir dando clases la única maestra que me caga 	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01977	Echenique:"Esto le sirve al PP para insultar a Carmena1mujer q es jueza y q ha luchado toda su vidaxlo derechos humanos".👏 #HomenajeBlancoEP	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02724	Es idea mía o tembló? Quizás estoy hueona y solo se me movió el piso a mi (? 😅	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04123	Sinceramente es muy raro de mi, que este enojada, o triste. Siempre me van a ver contenta, y con la re buena onda.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01731	Hay tanta gente en el estadio que pensé que estaba jugando el gato jajaja 😁😂 #sarcasmo	valence	3: se infiere un estado emocional muy positivo
2018-Es-03965	@UnboxMeSpain una pena aunque yo no escuche su música,es simplemente trágico que muera alguien	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01142	Ninguna de mis amigas me escucha cuando les hablo. 	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02164	Cómo me enferrrrman estás cosassss 	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00124	Ya los vans ahora ahorrar 110 para los suede😂 suerte Lorena😩	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03324	Estoy viendo el primer capítulo de AHS con una amiga y tengo 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02080	Se va asustar si ve todo esto😅😅	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04070	Mi madre me ha desertado enfadada porque anoche se me olvido recoger la cocina. El otro dia se olvido de mi y yo no la desperte a las 9	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04572	Tantas cosas por las cuales quejarse y ustedes se quejan de eso, qué hijueputez.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06911	@Cuevas6116 Yo me estoy riendo no soy amargado	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-02919	Me kga la verga que no cuelguen la llamada en cuanto digo adiós, súper incómodo tener que esperar a que cuelguen, gastan pila.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00796	@Natrioshka Yo a veces entro a twitter solo para leer a esta mujer. 😀 Un saludo srta!	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03733	Que aburrido mi dia del amigo!!!	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00065	Me voy de viaje el domingo y no estoy emocionada, bueno solamente por toda la comida que comeré 🤤	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-06113	@asioelato Pare usted el carro de la indignación que se pasa de parada ♥♥♥	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00803	@trinitro Con no insultar ni descalificar ya nos podríamos conformar, pero por desgracia hay gente q no es capaz ni de eso	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01433	¡Feliz día a todos mis amigos y a los caretas que dicen serlos síganla chupando!	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04331	Che no hablando en serio, la joda se cancela. pd: tuccio chupapija	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02235	@martamendoza5 Has el baloto porque estas de una suerte bravaaaaa	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06761	Yo no hago las cosas para "callar bocas", yo las hago por satisfacción propia, locas.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05554	Menos mal mañana es festivo.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-02366	mamá si falle, perdoname, pero me gusto más la calle que ir a la escuela👀 @haroldazuara  #CD9 #Coders #HaroldAzuara #KCAMexico	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05624	@marcelofh60 Por qué 😢	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01760	@martinapalomequ -lloro de felicidad- yo también te quiero	valence	3: se infiere un estado emocional muy positivo
2018-Es-03082	Lo lindo de sentir cerca a esa gente con la que compartiste tanto, eso es amistad! 😍 Soy una afortunada de tener a la gente que me rodea! ❤	valence	3: se infiere un estado emocional muy positivo
2018-Es-01912	Todos los días me despierto orgulloso de los amigxs que elegí 😀	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-04796	@bdelamaza Cansado si Alexis cambia o no se club	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05142	@AwadaNai la mala suerte del gato fichame la cara de help me pls	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04054	@JannaMaciel @Erimily_C Hahah que vaa! No hay tamaño pa dedicarse a eso, ya quisiera yo😢 Janna, si me hago famosa ya tu sabe, contratada 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02338	Quiero tener sueño 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00866	@NTN24 Lamentable ...Sin embargo...llama la atención entre los últimos duelos del mundo del rock que hayan sido causa de suicidios	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05105	A pesar de tantos enojos, y dolores de cabeza hay alguien que esta ahí para hacerte reír al final del día 😍	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04688	Hoy descubrí que hay una torta de kibi. Malditos fuereños. #sarcasmo	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00091	Lo crucé a Damian disfrazado todo loco 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05535	@ElmemoV De hecho que si, pero es algo casi imposible, la única solución es que se me joda el cel 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00102	Como echaba de menos despertarme a estas horas #Sarcasmo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05997	Me comí el cereal ya 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00660	@LaPanteraAugust sos una persona muy agradable y muy graciosa!!! Amo juntarme con vos y tus amigos. Te quiero panterita 💖	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01298	Yo la engañaría con otras y ella lo sabría y no diría nada para poder seguir viviendo en mi casa gozando de mi fortuna.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03155	Ansiosa para sábado 😍	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02917	@sxnrisee si te llegó el tweet anterior, ignoralo mi amor, nada que ver. 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03391	@terko2013 @fffnav @rfeiBJ @Gregoriodalbon @Pontifex_es @CFKArgentina Vi imágenes de que tiran la leche en campo !!eso es terrible!!!	valence	-3: se infiere un estado emocional muy negativo
2018-Es-05307	@lucianosantin01 No es gracioso	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01039	#MeEmocionaQue Publiquen fotos antes, durante y después del ejercicio, y si hay video, mejor. #Sarcasmo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04320	Aquí en casa para hacerla de Masterchef 😊 #AbreLaComidaEnlatada jaja	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04773	@dianaguzmang27 Le fallé a la comunidad memera, explicame andale 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03216	No sé de dónde sale estar salty porque Steve Carrell no ha ganado ningún Emmy por The Office pero estoy 100% indignada yo también.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01452	Ahora tendré la oportunidad de escuchar a Gutiérrez diciendo "sospechoso" (?).	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01816	Pero te encanta ver jaja #irónico 🙄🤔	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03847	Hoy pinté un pantalón por primera vez. Espero no haberlo arruinado. 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01971	@elrubiusft5sos @HouseofCards07 Chingos de dinero y de suerte que tengo ;-;	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00911	EN SERIO TANTO ME VAS A COLGAR DIOS	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01845	Mi superagenda handmade me dice hoy:"Por cada minuto que estas enfadada pierdes sesenta segundos de felicidad"😀😀😀	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04358	Cuando viva sola voy a pesar 300 kg	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06218	Tremenda pudrición tengo	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01602	Desde ayer que vengo súper alterada y nerviosa con náuseas, y en casa me dijeron yyyy bueno MANDALE AL TILO  deja prefiero un vino	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02732	[20/7 1:21] Juli: A ésta hora tendríamos que estar tomando [20/7 1:21] Juli: Chupadas [20/7 1:24] Juli: Yendonos en sangreeeee ✨FELIZ DÍA✨	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-05470	Siempre que llego a casa de noche mi perro me viene a saludar y se va corriendo a mi cama antes que llegue yo 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03536	y yo que solo iba a dormir un rato (? me acoste a las 7 y recien me levante 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01490	@girlstetona Con gusto❣💦💦	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-04916	@CafeconGoles dice la web del marca que alberto ira cedido al rayo que hay de cierto en eso y si es asi entonces irian a por caro?	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00638	Me urge un aceite de almendras 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02996	Cada dia mas me enamoro eres mi fortuna y mi orooooo	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01575	Es bien bonito que sea domingo y tenga calzones limpios 💚💛 siempre se me olvida lavar 😂	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-02788	@Daurreaq @OrangeSoxTeam Ponte a dieta y ready para la receptoría 😂	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01626	como sabrá que la amas ahre estoy viendo encantada	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-05533	@UPYD @upyd_prensa @UPyDValencia  Antes de hablar de Miguel Ángel Blanco lávate la boca, @AlfonsoAznar, responde y  deja de insultar	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00655	@anablabla "Ay no, yo también estoy triste por muchas cosas y no por eso tengo ganas de morirme mi alma"	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02272	Tengo un hijo y apoyo que no nos dejen entrar a todos lados con ese gritón implacable.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05166	que les agarro asco, en ésta última, la minita rubia, de ojos claros, resentida porque se la cogió y se fue a buscar un tesoro +	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05103	@LauraSalgado75 Yo si decia porque se habian perdido los days 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04808	@FernandaZarat14 Esto si que está bien cabrón. 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03477	@glucksburg_ Soy genial.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06802	Al menos ya se que no me tengo que ilusionar 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02535	@CastelarCibrian @ComicoNovato eso mero, provincia. Pero no te enojes, pareces perro de la calle rabioso. Anda di algo de mi avatar.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04223	@Sergio_616 Btw si es por BSO me quedo con la de Wonder Woman la verdad, toda una sorpresa.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-01532	Ojalá encontrar una buena película de terror, ahora son todas más falsas que las tetas de vicky	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-03564	Más horrible no puede quedar el horario de este semestre 😤😶	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04496	Que triste noticia... Mis oraciones estan con el, su familia y fans. RIP Chester Bennington  🙏🏼 😪	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01263	Lcdsm tengo sueño pero no me puedo dormir 😤	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05544	DEJEN DE PONERSE EL NOMBRE DE SEBASTIÁN Y SU FOTO QUE NO ES NADA GRACIOSO AHORA #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico	valence	-2: se infiere un estado emocional moderadamente negativo
